id,nc,sent,type label,type pred,input,output,time
77,бетсіз,"Психологияда, егер ұйқыда адам барлық адамдарды бетсіз көрсе, бұл оның ешкімге сенбейтінін білдіреді.",,idiomatic,"In the Kazakh language, determine whether the expression [бетсіз] in this context [Психологияда, егер ұйқыда адам барлық адамдарды бетсіз көрсе, бұл оның ешкімге сенбейтінін білдіреді.] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,3.4428300857543945
78,қабырғаға тірелу,"Жобаға қатысты барлық идеялар таусылып, команда мүлде қабырғаға тірелді",,idiomatic,"In the Kazakh language, determine whether the expression [қабырғаға тірелу] in this context [Жобаға қатысты барлық идеялар таусылып, команда мүлде қабырғаға тірелді] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,0.7745201587677002
79,қабырғаға тірелу,"Көп жылдық еңбегінің нәтижесін көрмей, ол өз өмірінде алғаш рет қабырғаға тірелгендей күй кешті.",,idiomatic,"In the Kazakh language, determine whether the expression [қабырғаға тірелу] in this context [Көп жылдық еңбегінің нәтижесін көрмей, ол өз өмірінде алғаш рет қабырғаға тірелгендей күй кешті.] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,6.508860111236572
80,қабырғаға тірелу,Балкон плитасының қабырғаға тірелу 2 нұсқасы бар: қабырғаға консольді тірелу; бөренелер арқылы тірелу,,literal,"In the Kazakh language, determine whether the expression [қабырғаға тірелу] in this context [Балкон плитасының қабырғаға тірелу 2 нұсқасы бар: қабырғаға консольді тірелу; бөренелер арқылы тірелу] is used idiomatically or literally. Return only: idiomatic or literal.","The expression ""қабырғаға тірелу"" in this context is used **literally**, as it refers to physically supporting or leaning against a wall (қабырға).  

**literal**",2.1487984657287598
81,қабырғаға тірелу,"Қабырғаға тірелу тереңдігі 120 см-ден кем емес, әр қабырғада әр-түрлі.",,idiomatic,"In the Kazakh language, determine whether the expression [қабырғаға тірелу] in this context [Қабырғаға тірелу тереңдігі 120 см-ден кем емес, әр қабырғада әр-түрлі.] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,3.18904709815979
82,бұқа нарығы,"Қор биржасында бұқа нарығы басталып, инвесторлар акцияларды жаппай сатып ала бастады",,idiomatic,"In the Kazakh language, determine whether the expression [бұқа нарығы] in this context [Қор биржасында бұқа нарығы басталып, инвесторлар акцияларды жаппай сатып ала бастады] is used idiomatically or literally. Return only: idiomatic or literal.","The expression ""[бұқа нарығы]"" (bull market) is used **idiomatically** in this context. 

**idiomatic**",1.555480718612671
83,бұқа нарығы,Экономикадағы оң өзгерістерден кейін бұқа нарығының белгілері айқын байқалды,,idiomatic,"In the Kazakh language, determine whether the expression [бұқа нарығы] in this context [Экономикадағы оң өзгерістерден кейін бұқа нарығының белгілері айқын байқалды] is used idiomatically or literally. Return only: idiomatic or literal.","The expression **""бұқа нарығы""** (bull market) is used **idiomatically** in this context to describe a financial market condition where prices are rising or expected to rise.  

**Return:** idiomatic",2.0825204849243164
84,бұқа нарығы,"Жәрмеңкеде малшылар тірі бұқаларын сатып, базар нағыз бұқа нарығына айналды",,idiomatic,"In the Kazakh language, determine whether the expression [бұқа нарығы] in this context [Жәрмеңкеде малшылар тірі бұқаларын сатып, базар нағыз бұқа нарығына айналды] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,4.135055780410767
86,Аяғы ауыр,"Аяғы ауыр әйелге шикі ет, теңіз өнімдері мен жұмсақ ірімшік жеуге және пастерильденбеген сүт ішуге болмайды",,idiomatic,"In the Kazakh language, determine whether the expression [Аяғы ауыр] in this context [Аяғы ауыр әйелге шикі ет, теңіз өнімдері мен жұмсақ ірімшік жеуге және пастерильденбеген сүт ішуге болмайды] is used idiomatically or literally. Return only: idiomatic or literal.","The expression ""Аяғы ауыр"" in this context is used **idiomatically**. 

idiomatic",1.448993444442749
87,Аяғы ауыр,"Болашақ аналардың көбі аяғы ауыр кезінде сезімтал бола түсіп, тез жылап қалатынын байқайды",,idiomatic,"In the Kazakh language, determine whether the expression [Аяғы ауыр] in this context [Болашақ аналардың көбі аяғы ауыр кезінде сезімтал бола түсіп, тез жылап қалатынын байқайды] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,5.603989124298096
89,Аяғы ауыр,"Көктемгі балшықта жүрген өгіздің аяғы ауыр лайға батып, әрең қозғалып келе жатты.",,literal,"In the Kazakh language, determine whether the expression [Аяғы ауыр] in this context [Көктемгі балшықта жүрген өгіздің аяғы ауыр лайға батып, әрең қозғалып келе жатты.] is used idiomatically or literally. Return only: idiomatic or literal.",literal,4.65125036239624
90,төбесі көкке жеткендей болу,"Ұлы жеңіске жеткен сәтте спортшының қуанышы қойнына сыймай, төбесі көкке жеткендей болды.",,idiomatic,"In the Kazakh language, determine whether the expression [төбесі көкке жеткендей болу] in this context [Ұлы жеңіске жеткен сәтте спортшының қуанышы қойнына сыймай, төбесі көкке жеткендей болды.] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,3.570206880569458
91,төбесі көкке жеткендей болу,"Ұзақ күтуден кейін жақсы хабар естігенде, оның жүзі нұрланып, төбесі көкке жеткендей қуанды",,idiomatic,"In the Kazakh language, determine whether the expression [төбесі көкке жеткендей болу] in this context [Ұзақ күтуден кейін жақсы хабар естігенде, оның жүзі нұрланып, төбесі көкке жеткендей қуанды] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,4.687037467956543
92,төбесі көкке жеткендей болу,Дубайдағы Бурдж-Халифа ғимаратының биіктігі сонша — төбесі көкке жеткендей болып көрінеді.,,idiomatic,"In the Kazakh language, determine whether the expression [төбесі көкке жеткендей болу] in this context [Дубайдағы Бурдж-Халифа ғимаратының биіктігі сонша — төбесі көкке жеткендей болып көрінеді.] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,3.20032000541687
93,төбесі көкке жеткендей болу,"Таудың басына шығып қарасаң, айнала тұманға оранып, төбең көкке жеткендей",,idiomatic,"In the Kazakh language, determine whether the expression [төбесі көкке жеткендей болу] in this context [Таудың басына шығып қарасаң, айнала тұманға оранып, төбең көкке жеткендей] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,0.9064919948577881
94,зәрем ұшты,"Менің тіпті зәрем ұшты, өйткені әкемнің мінезі қатал және аудармам ұнамаған болса, «бұл сенің қолыңнан келмейді, әуре болма» деп айтар еді",,idiomatic,"In the Kazakh language, determine whether the expression [зәрем ұшты] in this context [Менің тіпті зәрем ұшты, өйткені әкемнің мінезі қатал және аудармам ұнамаған болса, «бұл сенің қолыңнан келмейді, әуре болма» деп айтар еді] is used idiomatically or literally. Return only: idiomatic or literal.","The expression ""зәрем  ұшты"" in this context is used **idiomatically**. 

idiomatic",1.6705753803253174
95,зәрем ұшты,"Мәскеудің бағалы кілемдері жүктелген вагон ашық келді. Ұрланған екен деп зәрем ұшты. Санасақ, керісінше кілемдер құжаттағыдан көп, 140 кілем артық шыққанда қуанғаннан айқайлап жіберіппін, бірақ артық жүктің де әуресі аз болмайтын еді, бірақ кем емес қой, – деп бастан өткен қызықтарын  әңгімелеген кейіпкеріміз күліп алды.",,idiomatic,"In the Kazakh language, determine whether the expression [зәрем ұшты] in this context [Мәскеудің бағалы кілемдері жүктелген вагон ашық келді. Ұрланған екен деп зәрем ұшты. Санасақ, керісінше кілемдер құжаттағыдан көп, 140 кілем артық шыққанда қуанғаннан айқайлап жіберіппін, бірақ артық жүктің де әуресі аз болмайтын еді, бірақ кем емес қой, – деп бастан өткен қызықтарын  әңгімелеген кейіпкеріміз күліп алды.] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,0.7963447570800781
96,тәтті мақта,"Жел соққанда, қыздың қолындағы тәтті мақта жіп-жіңішке бұлттай үлпілдеп ұша жөнелді",,literal,"In the Kazakh language, determine whether the expression [тәтті мақта] in this context [Жел соққанда, қыздың қолындағы тәтті мақта жіп-жіңішке бұлттай үлпілдеп ұша жөнелді] is used idiomatically or literally. Return only: idiomatic or literal.",literal,3.146355628967285
97,тәтті мақта,"Жәрмеңкеде балалар қолдарына түрлі түсті тәтті мақта ұстап, мәз-мейрам болып жүрді.",,literal,"In the Kazakh language, determine whether the expression [тәтті мақта] in this context [Жәрмеңкеде балалар қолдарына түрлі түсті тәтті мақта ұстап, мәз-мейрам болып жүрді.] is used idiomatically or literally. Return only: idiomatic or literal.",literal,4.718477487564087
98,астан-кестен,"Жер сілкінісінен кейін үйдің іші астан-кестен болып, жиһаздар жан-жаққа шашылып жатты",,idiomatic,"In the Kazakh language, determine whether the expression [астан-кестен] in this context [Жер сілкінісінен кейін үйдің іші астан-кестен болып, жиһаздар жан-жаққа шашылып жатты] is used idiomatically or literally. Return only: idiomatic or literal.","The expression ""астан-кестен"" in this context is used **idiomatically**. 

Return: idiomatic.",1.5475950241088867
101,ай мен күндей,"Бала мен шешесінің жүздері ай мен күндей нұрланып, айналасына жылу шашып тұрды",,idiomatic,"In the Kazakh language, determine whether the expression [ай мен күндей] in this context [Бала мен шешесінің жүздері ай мен күндей нұрланып, айналасына жылу шашып тұрды] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,3.3459033966064453
102,ай мен күндей,Кешкі аспанда ай мен күндей екі жарық дене бір сәтке қатар көрінді,,literal,"In the Kazakh language, determine whether the expression [ай мен күндей] in this context [Кешкі аспанда ай мен күндей екі жарық дене бір сәтке қатар көрінді] is used idiomatically or literally. Return only: idiomatic or literal.",literal,2.604728937149048
103,ай мен күндей,"Күн тұтылғанда аспан бозарып, ай мен күндей ерекше көрініс пайда болды",,literal,"In the Kazakh language, determine whether the expression [ай мен күндей] in this context [Күн тұтылғанда аспан бозарып, ай мен күндей ерекше көрініс пайда болды] is used idiomatically or literally. Return only: idiomatic or literal.",literal,1.5457420349121094
104,далалық зерттеу,Жобаны бастамас бұрын олар тұтынушылардың мінез-құлқын түсіну үшін бейресми далалық зерттеу жасады,,literal,"In the Kazakh language, determine whether the expression [далалық зерттеу] in this context [Жобаны бастамас бұрын олар тұтынушылардың мінез-құлқын түсіну үшін бейресми далалық зерттеу жасады] is used idiomatically or literally. Return only: idiomatic or literal.",literal,3.559117317199707
105,далалық зерттеу,Маркетологтар жаңа өнімді сынау мақсатында қала дүкендерінде далалық зерттеу ұйымдастырды,,literal,"In the Kazakh language, determine whether the expression [далалық зерттеу] in this context [Маркетологтар жаңа өнімді сынау мақсатында қала дүкендерінде далалық зерттеу ұйымдастырды] is used idiomatically or literally. Return only: idiomatic or literal.",literal,1.0447306632995605
106,далалық зерттеу,Археологтардың далалық зерттеуі кезінде ежелгі қоныстың іздері табылды,,literal,"In the Kazakh language, determine whether the expression [далалық зерттеу] in this context [Археологтардың далалық зерттеуі кезінде ежелгі қоныстың іздері табылды] is used idiomatically or literally. Return only: idiomatic or literal.",literal,3.645587205886841
107,далалық зерттеу,Биологтар көктемде аң-құстардың тіршілігін бақылау үшін далалық зерттеу жүргізді,,literal,"In the Kazakh language, determine whether the expression [далалық зерттеу] in this context [Биологтар көктемде аң-құстардың тіршілігін бақылау үшін далалық зерттеу жүргізді] is used idiomatically or literally. Return only: idiomatic or literal.",literal,2.436962604522705
108,соңғы нүкте,Ұзақ жылдар жалғасқан дауға сот үкімімен соңғы нүкте қойылды,,idiomatic,"In the Kazakh language, determine whether the expression [соңғы нүкте] in this context [Ұзақ жылдар жалғасқан дауға сот үкімімен соңғы нүкте қойылды] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,2.940095901489258
110,соңғы нүкте,"Ол шығармада соңғы нүктені қарындашпен қойды, өйткені қаламның сиясы бітіп қалған еді.",,literal,"In the Kazakh language, determine whether the expression [соңғы нүкте] in this context [Ол шығармада соңғы нүктені қарындашпен қойды, өйткені қаламның сиясы бітіп қалған еді.] is used idiomatically or literally. Return only: idiomatic or literal.",literal,0.8083910942077637
111,соңғы нүкте,"Автор романның соңғы тарауын аяқтап, парақтың түбіне соңғы нүкте қойды да, терең дем алды.",,literal,"In the Kazakh language, determine whether the expression [соңғы нүкте] in this context [Автор романның соңғы тарауын аяқтап, парақтың түбіне соңғы нүкте қойды да, терең дем алды.] is used idiomatically or literally. Return only: idiomatic or literal.","The expression ""соңғы нүкте"" in this context is used **literally**, as it refers to placing the final punctuation mark (a period) at the end of the text. 

literal",1.8463993072509766
112,жол беру,"Көп жыл қызмет еткен басшы жас мамандарға жол беріп, зейнетке шықты",,idiomatic,"In the Kazakh language, determine whether the expression [жол беру] in this context [Көп жыл қызмет еткен басшы жас мамандарға жол беріп, зейнетке шықты] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,1.002540111541748
113,жол беру,"Пікірталас кезінде ол қарсыласына жол беріп, мәселені бейбіт шешуді ұйғарды",,literal,"In the Kazakh language, determine whether the expression [жол беру] in this context [Пікірталас кезінде ол қарсыласына жол беріп, мәселені бейбіт шешуді ұйғарды] is used idiomatically or literally. Return only: idiomatic or literal.",literal,3.6740193367004395
114,жол беру,"Демек, жол беру тек үлкендерге ғана тиесілі құрмет емес екен",,idiomatic,"In the Kazakh language, determine whether the expression [жол беру] in this context [Демек, жол беру тек үлкендерге ғана тиесілі құрмет емес екен] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,5.167287826538086
119,ақ жүрек,Биология сабағында оқушылар пластикалық үлгі арқылы адамның ақ жүрегінің құрылысын қарап шықты.,,literal,"In the Kazakh language, determine whether the expression [ақ жүрек] in this context [Биология сабағында оқушылар пластикалық үлгі арқылы адамның ақ жүрегінің құрылысын қарап шықты.] is used idiomatically or literally. Return only: idiomatic or literal.",literal,1.0691945552825928
120,тас жүрек,"Қанша жалынса да, ол тас жүрек күйінде қалып, еш мейірім танытпады",,idiomatic,"In the Kazakh language, determine whether the expression [тас жүрек] in this context [Қанша жалынса да, ол тас жүрек күйінде қалып, еш мейірім танытпады] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,2.8635566234588623
122,тас жүрек,Мүсіншінің қолынан шыққан бейнеде кеудесіне тас жүрек орнатылған еді.,,literal,"In the Kazakh language, determine whether the expression [тас жүрек] in this context [Мүсіншінің қолынан шыққан бейнеде кеудесіне тас жүрек орнатылған еді.] is used idiomatically or literally. Return only: idiomatic or literal.",literal,3.670809745788574
123,тас жүрек,"Ғалымдар ежелгі мәйіттің орнын қазып, ішінен қатайып кеткен тас жүректі тапты",,literal,"In the Kazakh language, determine whether the expression [тас жүрек] in this context [Ғалымдар ежелгі мәйіттің орнын қазып, ішінен қатайып кеткен тас жүректі тапты] is used idiomatically or literally. Return only: idiomatic or literal.",literal,3.6977689266204834
124,ауыр жүк,Отбасын жалғыз асырау оның мойнына түскен ауыр жүк болды,,idiomatic,"In the Kazakh language, determine whether the expression [ауыр жүк] in this context [Отбасын жалғыз асырау оның мойнына түскен ауыр жүк болды] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,0.8364043235778809
125,ауыр жүк,Елдің тағдырын шешетін шешім қабылдау — кез келген басшы үшін ауыр жүк,,idiomatic,"In the Kazakh language, determine whether the expression [ауыр жүк] in this context [Елдің тағдырын шешетін шешім қабылдау — кез келген басшы үшін ауыр жүк] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,2.435495615005493
126,ауыр жүк,Ауыр Жүк Көліктері Жолдың Тез Бұзылуына Әсер Етіп Отыр,,literal,"In the Kazakh language, determine whether the expression [ауыр жүк] in this context [Ауыр Жүк Көліктері Жолдың Тез Бұзылуына Әсер Етіп Отыр] is used idiomatically or literally. Return only: idiomatic or literal.","The expression ""[ауыр жүк]"" in the given context is used **literally**. 

literal",1.2730364799499512
127,ауыр жүк,Біздің елімізде жолдар сапасыз салынғанымен қоймай оларды тезірек бүлдіретін ауыр жүктер таситын автомобильдер де көп жүреді,,literal,"In the Kazakh language, determine whether the expression [ауыр жүк] in this context [Біздің елімізде жолдар сапасыз салынғанымен қоймай оларды тезірек бүлдіретін ауыр жүктер таситын автомобильдер де көп жүреді] is used idiomatically or literally. Return only: idiomatic or literal.",literal,10.73576283454895
128,қызойнақ,"Қызойнақ салтының мән-маңызы неде десеңіз, осы жиын арқылы қыз бала өзінің ерке-сылқым мінезімен, тентектігімен қош айтысады",,literal,"In the Kazakh language, determine whether the expression [қызойнақ] in this context [Қызойнақ салтының мән-маңызы неде десеңіз, осы жиын арқылы қыз бала өзінің ерке-сылқым мінезімен, тентектігімен қош айтысады] is used idiomatically or literally. Return only: idiomatic or literal.",literal,2.2612218856811523
130,махаббат үшбұрышы,Романның ортасында кейіпкерлер арасындағы достық біртіндеп махаббат үшбұрышына айналады.,,idiomatic,"In the Kazakh language, determine whether the expression [махаббат үшбұрышы] in this context [Романның ортасында кейіпкерлер арасындағы достық біртіндеп махаббат үшбұрышына айналады.] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,0.8467180728912354
131,махаббат үшбұрышы,Көркем фильмнің сюжеті күрделі махаббат үшбұрышына құрылған — әр кейіпкер өз сезімін жасыра алмайды,,idiomatic,"In the Kazakh language, determine whether the expression [махаббат үшбұрышы] in this context [Көркем фильмнің сюжеті күрделі махаббат үшбұрышына құрылған — әр кейіпкер өз сезімін жасыра алмайды] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,0.8924736976623535
133,қызғылт жалау,"Сарапшылардың айтуынша, нарықтағы бұл өзгерістер — экономикалық дағдарыстың алғашқы қызғылт жалаулары.",,idiomatic,"In the Kazakh language, determine whether the expression [қызғылт жалау] in this context [Сарапшылардың айтуынша, нарықтағы бұл өзгерістер — экономикалық дағдарыстың алғашқы қызғылт жалаулары.] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,11.421720027923584
134,қызғылт жалау,"Таңертең жел көтеріліп, мұнара басындағы қызғылт жалау баяу желбіреді",,literal,"In the Kazakh language, determine whether the expression [қызғылт жалау] in this context [Таңертең жел көтеріліп, мұнара басындағы қызғылт жалау баяу желбіреді] is used idiomatically or literally. Return only: idiomatic or literal.","The expression ""қызғылт жалау"" (pink flag) in this context is used **literally**, as it describes a physical flag waving in the wind.  

**Answer:** literal",2.42399263381958
135,қызғылт жалау,"Мерекеде алаңның ортасына үлкен қызғылт жалау ілініп, айнала гүлдермен безендірілді.",,literal,"In the Kazakh language, determine whether the expression [қызғылт жалау] in this context [Мерекеде алаңның ортасына үлкен қызғылт жалау ілініп, айнала гүлдермен безендірілді.] is used idiomatically or literally. Return only: idiomatic or literal.",literal,0.7749848365783691
136,дарияға тамған тамшыдай,Миллиондаған көмекке мұқтаж адамның арасында оның қайырымдылығы дарияға тамған тамшыдай болып қалды,,idiomatic,"In the Kazakh language, determine whether the expression [дарияға тамған тамшыдай] in this context [Миллиондаған көмекке мұқтаж адамның арасында оның қайырымдылығы дарияға тамған тамшыдай болып қалды] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,1.346503734588623
137,дарияға тамған тамшыдай,"Әрине, бұл теңізге тамған бір тамшыдай ғана шаруа",,idiomatic,"In the Kazakh language, determine whether the expression [дарияға тамған тамшыдай] in this context [Әрине, бұл теңізге тамған бір тамшыдай ғана шаруа] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,2.47355055809021
138,түймедейді түйедей ету,"Әңгіме арасында кішкене мәселені үлкен дауға айналдырып, түймедейді түйедей етті.",,idiomatic,"In the Kazakh language, determine whether the expression [түймедейді түйедей ету] in this context [Әңгіме арасында кішкене мәселені үлкен дауға айналдырып, түймедейді түйедей етті.] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,2.6377322673797607
139,түймедейді түйедей ету,"Ол болмашы қателікті айтып, түймедейді түйедей етуді жақсы көреді",,idiomatic,"In the Kazakh language, determine whether the expression [түймедейді түйедей ету] in this context [Ол болмашы қателікті айтып, түймедейді түйедей етуді жақсы көреді] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,3.8499767780303955
140,жұқа мұз үстімен жүру,"Саясаткердің әрбір мәлімдемесі қоғамның пікірін екіге бөліп, ол жұқа мұз үстімен жүргендей күйде қалды.",,idiomatic,"In the Kazakh language, determine whether the expression [жұқа мұз үстімен жүру] in this context [Саясаткердің әрбір мәлімдемесі қоғамның пікірін екіге бөліп, ол жұқа мұз үстімен жүргендей күйде қалды.] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,2.049999475479126
141,жұқа мұз үстімен жүру,"Бұл келісімнің шарттарын бұзу — жұқа мұз үстімен жүрумен бірдей, аз ғана қателік бәрін құртады.",,idiomatic,"In the Kazakh language, determine whether the expression [жұқа мұз үстімен жүру] in this context [Бұл келісімнің шарттарын бұзу — жұқа мұз үстімен жүрумен бірдей, аз ғана қателік бәрін құртады.] is used idiomatically or literally. Return only: idiomatic or literal.","The expression ""жұқа мұз үстімен жүру"" (walking on thin ice) is used idiomatically in this context. 

idiomatic",1.7747712135314941
142,жұқа мұз үстімен жүру,"Балалар өзенге жақындап, жұқа мұз үстімен жүріп ойнағандықтан, мұғалім дереу оларды кері қайтарды.",,literal,"In the Kazakh language, determine whether the expression [жұқа мұз үстімен жүру] in this context [Балалар өзенге жақындап, жұқа мұз үстімен жүріп ойнағандықтан, мұғалім дереу оларды кері қайтарды.] is used idiomatically or literally. Return only: idiomatic or literal.","The expression **""жұқа мұз үстімен жүру""** in this context is used **literally**, as it describes children walking on thin ice near a river. 

**Answer:** literal",2.1903581619262695
143,жұқа мұз үстімен жүру,"Қыстың басында көлдің беті әлі толық қатпаған еді, сондықтан жұқа мұз үстімен жүру өте қауіпті болды.",,literal,"In the Kazakh language, determine whether the expression [жұқа мұз үстімен жүру] in this context [Қыстың басында көлдің беті әлі толық қатпаған еді, сондықтан жұқа мұз үстімен жүру өте қауіпті болды.] is used idiomatically or literally. Return only: idiomatic or literal.",literal,2.9645185470581055
144,буынды шығару,"Бір қарағанда, шағымдану бу шығаруға көмектесетін сияқты, алайда зерттеулер көрсеткендей, өз ойларын айтып, жеңілдедім деп ойлайтын адамдар да, теріс эмоцияларын сыртқа шығарғаннан кейін де, бу шығаруға бейім емес адамдарға қарағанда әлдеқайда агрессивті болып қалады.",,idiomatic,"In the Kazakh language, determine whether the expression [буынды шығару] in this context [Бір қарағанда, шағымдану бу шығаруға көмектесетін сияқты, алайда зерттеулер көрсеткендей, өз ойларын айтып, жеңілдедім деп ойлайтын адамдар да, теріс эмоцияларын сыртқа шығарғаннан кейін де, бу шығаруға бейім емес адамдарға қарағанда әлдеқайда агрессивті болып қалады.] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,2.433101177215576
145,буынды шығару,Оның аяқталғаннан кейін адамдарға бу шығаруға көмектесетін бірден-бір шығу жолы – футбол болды.,,idiomatic,"In the Kazakh language, determine whether the expression [буынды шығару] in this context [Оның аяқталғаннан кейін адамдарға бу шығаруға көмектесетін бірден-бір шығу жолы – футбол болды.] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,3.3951423168182373
146,буынды шығару,"Жуыну орнының есіктері ашылып, аулаға ыстық бу шығарып тұрды.",,literal,"In the Kazakh language, determine whether the expression [буынды шығару] in this context [Жуыну орнының есіктері ашылып, аулаға ыстық бу шығарып тұрды.] is used idiomatically or literally. Return only: idiomatic or literal.",literal,1.336794137954712
147,буынды шығару,Бу қозғалтқышы жұмыс істеп тұрған кезде бу цилиндрден атмосфераға шығарады немесе конденсаторға түседі.,,literal,"In the Kazakh language, determine whether the expression [буынды шығару] in this context [Бу қозғалтқышы жұмыс істеп тұрған кезде бу цилиндрден атмосфераға шығарады немесе конденсаторға түседі.] is used idiomatically or literally. Return only: idiomatic or literal.","The expression ""[буынды шығару]"" in the given context is used **literally**. 

literal",1.8955588340759277
148,екі қоянды бір оқпен өлтіру,"Бұл бір оқпен екі қоян атудың тәсілі: ол сізге сарапшы бейнесін қалыптастырып қана қоймай, сонымен қатар клиенттер іздеу жүйелерінде жиі жазатын негізгі тіркестерді сайтқа қосуға мүмкіндік береді.",,idiomatic,"In the Kazakh language, determine whether the expression [екі қоянды бір оқпен өлтіру] in this context [Бұл бір оқпен екі қоян атудың тәсілі: ол сізге сарапшы бейнесін қалыптастырып қана қоймай, сонымен қатар клиенттер іздеу жүйелерінде жиі жазатын негізгі тіркестерді сайтқа қосуға мүмкіндік береді.] is used idiomatically or literally. Return only: idiomatic or literal.","The expression ""екі қоянды бір оқпен өлтіру"" is **idiomatic**. It translates to ""killing two rabbits with one bullet,"" which is similar to the English idiom ""killing two birds with one stone,"" meaning to achieve two goals with a single action. 

**Answer:** idiomatic",3.999115467071533
149,екі қоянды бір оқпен өлтіру,"Әдеттегідей, ол бір оқпен екі қоян атқысы келді: біріншіден, ол жерде дәмді кофе мен керемет чизкейк бар, ал екіншіден, ол көптен бері қабылдау бөлмесіндегі перделерді ауыстырғысы келіп жүрген.",,idiomatic,"In the Kazakh language, determine whether the expression [екі қоянды бір оқпен өлтіру] in this context [Әдеттегідей, ол бір оқпен екі қоян атқысы келді: біріншіден, ол жерде дәмді кофе мен керемет чизкейк бар, ал екіншіден, ол көптен бері қабылдау бөлмесіндегі перделерді ауыстырғысы келіп жүрген.] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,0.777534008026123
151,шелектеп құйып тұр,– Аздаған жаңбыр дейсің бе? Ол жақта шелектеп құйып тұр ғой! Жаңбыр аралас қар! Сыртта әрі кетсе екі-ақ градус жылылық. Оның үстіне боран.,,idiomatic,"In the Kazakh language, determine whether the expression [шелектеп құйып тұр] in this context [– Аздаған жаңбыр дейсің бе? Ол жақта шелектеп құйып тұр ғой! Жаңбыр аралас қар! Сыртта әрі кетсе екі-ақ градус жылылық. Оның үстіне боран.] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,1.3168411254882812
155,су жүрек,"Жаңа бастамадан шошып, батылдық танытпаған басшының су жүректігі бәріне байқалды.",,idiomatic,"In the Kazakh language, determine whether the expression [су жүрек] in this context [Жаңа бастамадан шошып, батылдық танытпаған басшының су жүректігі бәріне байқалды.] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,3.272263288497925
4,қара жәшік,"Біраз уақыт бойы экономикалық зерттеулерде «ұйым» термині кірісінде шығындар, ал шығысында өнім болатын қара жәшік ретінде қарастырылып келді.",,idiomatic,"In the Kazakh language, determine whether the expression [қара жәшік] in this context [Біраз уақыт бойы экономикалық зерттеулерде «ұйым» термині кірісінде шығындар, ал шығысында өнім болатын қара жәшік ретінде қарастырылып келді.] is used idiomatically or literally. Return only: idiomatic or literal.","The expression ""қара жәшік"" (black box) in this context is used **idiomatically**. 

idiomatic",1.9016849994659424
7,қара жәшік,Кеше түнгі сағат 1-де өткен жылдың 6 желтоқсанында Хабаров өлкесінде апатқа ұшыраған ТУ-154 ұшағының апат орнынан дыбыстық қара жәшік табылды,,literal,"In the Kazakh language, determine whether the expression [қара жәшік] in this context [Кеше түнгі сағат 1-де өткен жылдың 6 желтоқсанында Хабаров өлкесінде апатқа ұшыраған ТУ-154 ұшағының апат орнынан дыбыстық қара жәшік табылды] is used idiomatically or literally. Return only: idiomatic or literal.","The expression ""қара жәшік"" (black box) in this context is used **literally**, referring to the flight data recorder of the aircraft. 

literal",1.7035365104675293
19,арам ақша,"Көшеде үлкен ақшаны көріп, оны көтермей тұру қиын, тіпті ол арам және үтірілген ақша болса да",,idiomatic,"In the Kazakh language, determine whether the expression [арам ақша] in this context [Көшеде үлкен ақшаны көріп, оны көтермей тұру қиын, тіпті ол арам және үтірілген ақша болса да] is used idiomatically or literally. Return only: idiomatic or literal.",idiomatic,0.781926155090332
