language	compound	folder	nc sim	avg img sim	img sim matrix	lit ct sim	idm ct sim	lit trans sim	idm trans sim
Chinese	九牛一毛	九牛一毛	{'59731214310.png': np.float32(0.22819938), '30206506042.png': np.float32(0.22797729), '98490627148.png': np.float32(0.22221857), '96038878319.png': np.float32(0.19851738), '26510820913.png': np.float32(0.18415768)}	{'26510820913.png': np.float32(0.64361286), '96038878319.png': np.float32(0.59837556), '30206506042.png': np.float32(0.5688547), '98490627148.png': np.float32(0.56777), '59731214310.png': np.float32(0.55143154)}	{'96038878319.png': {'30206506042.png': 0.5090064406394958, '59731214310.png': 0.5704851746559143, '98490627148.png': 0.5269137024879456, '26510820913.png': 0.7870968580245972}, '30206506042.png': {'96038878319.png': 0.5090064406394958, '59731214310.png': 0.5136176347732544, '98490627148.png': 0.6428998708724976, '26510820913.png': 0.609894871711731}, '59731214310.png': {'96038878319.png': 0.5704851746559143, '30206506042.png': 0.5136176347732544, '98490627148.png': 0.5227148532867432, '26510820913.png': 0.5989083051681519}, '98490627148.png': {'96038878319.png': 0.5269137024879456, '30206506042.png': 0.6428998708724976, '59731214310.png': 0.5227148532867432, '26510820913.png': 0.5785514712333679}, '26510820913.png': {'96038878319.png': 0.7870968580245972, '30206506042.png': 0.609894871711731, '59731214310.png': 0.5989083051681519, '98490627148.png': 0.5785514712333679}}	[]	[{'59731214310.png': 0.22220000624656677, '30206506042.png': 0.20509999990463257, '98490627148.png': 0.193900004029274, '96038878319.png': 0.1826999932527542, '26510820913.png': 0.18129999935626984}]	[{'26510820913.png': 0.29120001196861267, '96038878319.png': 0.2865999937057495, '30206506042.png': 0.2199999988079071, '98490627148.png': 0.19009999930858612, '59731214310.png': 0.18950000405311584}]	[{'59731214310.png': 0.2590999901294708, '30206506042.png': 0.20659999549388885, '98490627148.png': 0.16979999840259552, '26510820913.png': 0.16920000314712524, '96038878319.png': 0.1565999984741211}, {'59731214310.png': 0.21459999680519104, '30206506042.png': 0.21299999952316284, '98490627148.png': 0.1858000010251999, '96038878319.png': 0.17560000717639923, '26510820913.png': 0.1736000031232834}]
Chinese	寻欢作乐	寻欢作乐	{'16933350335.png': np.float32(0.2139955), '26542896673.png': np.float32(0.20249477), '26613372663.png': np.float32(0.20195231), '51181310701.png': np.float32(0.20066296), '22228497489.png': np.float32(0.18803391)}	{'22228497489.png': np.float32(0.72384876), '51181310701.png': np.float32(0.6831541), '16933350335.png': np.float32(0.638179), '26542896673.png': np.float32(0.6324816), '26613372663.png': np.float32(0.6136579)}	{'51181310701.png': {'16933350335.png': 0.7399533987045288, '26542896673.png': 0.6131892204284668, '26613372663.png': 0.6200177073478699, '22228497489.png': 0.7594560384750366}, '16933350335.png': {'51181310701.png': 0.7399533987045288, '26542896673.png': 0.5439252257347107, '26613372663.png': 0.5876165628433228, '22228497489.png': 0.6812208890914917}, '26542896673.png': {'51181310701.png': 0.6131892204284668, '16933350335.png': 0.5439252257347107, '26613372663.png': 0.5825455784797668, '22228497489.png': 0.7902661561965942}, '26613372663.png': {'51181310701.png': 0.6200177073478699, '16933350335.png': 0.5876165628433228, '26542896673.png': 0.5825455784797668, '22228497489.png': 0.6644518375396729}, '22228497489.png': {'51181310701.png': 0.7594560384750366, '16933350335.png': 0.6812208890914917, '26542896673.png': 0.7902661561965942, '26613372663.png': 0.6644518375396729}}	[]	[{'16933350335.png': 0.21619999408721924, '26613372663.png': 0.20819999277591705, '51181310701.png': 0.2062000036239624, '26542896673.png': 0.19449999928474426, '22228497489.png': 0.18889999389648438}, {'16933350335.png': 0.20730000734329224, '51181310701.png': 0.18490000069141388, '26613372663.png': 0.18240000307559967, '26542896673.png': 0.16949999332427979, '22228497489.png': 0.1679999977350235}]	[{'26542896673.png': 0.24770000576972961, '22228497489.png': 0.24449999630451202, '26613372663.png': 0.22849999368190765, '51181310701.png': 0.20810000598430634, '16933350335.png': 0.19850000739097595}]	[{'26542896673.png': 0.22100000083446503, '26613372663.png': 0.20319999754428864, '51181310701.png': 0.1981000006198883, '22228497489.png': 0.1923999935388565, '16933350335.png': 0.19030000269412994}, {'26613372663.png': 0.21359999477863312, '26542896673.png': 0.2070000022649765, '22228497489.png': 0.19900000095367432, '51181310701.png': 0.19210000336170197, '16933350335.png': 0.18780000507831573}]
Chinese	害群之马	害群之马-1	{'28979388891.png': np.float32(0.20184225), '30882442294.png': np.float32(0.19594684), '13782351993.png': np.float32(0.19398741), '86914628348.png': np.float32(0.18304282), '35782037147.png': np.float32(0.1806286)}	{'28979388891.png': np.float32(0.7027263), '13782351993.png': np.float32(0.69131863), '30882442294.png': np.float32(0.6798873), '86914628348.png': np.float32(0.6632121), '35782037147.png': np.float32(0.65758973)}	{'28979388891.png': {'30882442294.png': 0.9243888854980469, '13782351993.png': 0.6697463393211365, '35782037147.png': 0.5859518051147461, '86914628348.png': 0.6308181285858154}, '30882442294.png': {'28979388891.png': 0.9243888854980469, '13782351993.png': 0.6100385785102844, '35782037147.png': 0.5773950815200806, '86914628348.png': 0.6077264547348022}, '13782351993.png': {'28979388891.png': 0.6697463393211365, '30882442294.png': 0.6100385785102844, '35782037147.png': 0.7690988183021545, '86914628348.png': 0.7163907289505005}, '35782037147.png': {'28979388891.png': 0.5859518051147461, '30882442294.png': 0.5773950815200806, '13782351993.png': 0.7690988183021545, '86914628348.png': 0.6979131698608398}, '86914628348.png': {'28979388891.png': 0.6308181285858154, '30882442294.png': 0.6077264547348022, '13782351993.png': 0.7163907289505005, '35782037147.png': 0.6979131698608398}}	[]	[]	[{'28979388891.png': 0.3075999915599823, '30882442294.png': 0.29589998722076416, '86914628348.png': 0.18060000240802765, '13782351993.png': 0.17110000550746918, '35782037147.png': 0.16439999639987946}]	[{'28979388891.png': 0.1988999992609024, '30882442294.png': 0.1907999962568283, '35782037147.png': 0.1835000067949295, '13782351993.png': 0.17739999294281006, '86914628348.png': 0.16910000145435333}]
Chinese	突然戒断	突然戒断	{'91001733194.png': np.float32(0.24880701), '47581455944.png': np.float32(0.2326952), '48667998125.png': np.float32(0.22321725), '79941848281.png': np.float32(0.21407548), '98238373027.png': np.float32(0.20845716)}	{'47581455944.png': np.float32(0.6952894), '48667998125.png': np.float32(0.6913949), '91001733194.png': np.float32(0.6803518), '79941848281.png': np.float32(0.667999), '98238373027.png': np.float32(0.63649285)}	{'79941848281.png': {'98238373027.png': 0.6253325939178467, '91001733194.png': 0.6715350151062012, '47581455944.png': 0.7181774377822876, '48667998125.png': 0.656950831413269}, '98238373027.png': {'79941848281.png': 0.6253325939178467, '91001733194.png': 0.5957275032997131, '47581455944.png': 0.6581904292106628, '48667998125.png': 0.6667209267616272}, '91001733194.png': {'79941848281.png': 0.6715350151062012, '98238373027.png': 0.5957275032997131, '47581455944.png': 0.7085133194923401, '48667998125.png': 0.7456313967704773}, '47581455944.png': {'79941848281.png': 0.7181774377822876, '98238373027.png': 0.6581904292106628, '91001733194.png': 0.7085133194923401, '48667998125.png': 0.6962763667106628}, '48667998125.png': {'79941848281.png': 0.656950831413269, '98238373027.png': 0.6667209267616272, '91001733194.png': 0.7456313967704773, '47581455944.png': 0.6962763667106628}}	[{'91001733194.png': 0.25040000677108765, '47581455944.png': 0.22990000247955322, '48667998125.png': 0.22259999811649323, '79941848281.png': 0.2222999930381775, '98238373027.png': 0.2110999971628189}, {'91001733194.png': 0.24860000610351562, '47581455944.png': 0.22519999742507935, '48667998125.png': 0.2215999960899353, '98238373027.png': 0.21969999372959137, '79941848281.png': 0.21060000360012054}]	[]	[{'91001733194.png': 0.24390000104904175, '98238373027.png': 0.2386000007390976, '47581455944.png': 0.22840000689029694, '48667998125.png': 0.22669999301433563, '79941848281.png': 0.22220000624656677}]	[{'91001733194.png': 0.225600004196167, '79941848281.png': 0.21819999814033508, '47581455944.png': 0.210099995136261, '48667998125.png': 0.20440000295639038, '98238373027.png': 0.2004999965429306}]
Chinese	大人物	大人物-2	{'79606315830.png': np.float32(0.21738952), '94551579307.png': np.float32(0.21367902), '59641847407.png': np.float32(0.20999408), '56123300272.png': np.float32(0.20956253), '40202356583.png': np.float32(0.19799034)}	{'94551579307.png': np.float32(0.7373729), '56123300272.png': np.float32(0.69238234), '40202356583.png': np.float32(0.68163466), '59641847407.png': np.float32(0.6691449), '79606315830.png': np.float32(0.6427202)}	{'79606315830.png': {'40202356583.png': 0.6481518745422363, '59641847407.png': 0.6346250176429749, '56123300272.png': 0.5970494747161865, '94551579307.png': 0.6910545229911804}, '40202356583.png': {'79606315830.png': 0.6481518745422363, '59641847407.png': 0.6250894069671631, '56123300272.png': 0.7178020477294922, '94551579307.png': 0.7354952692985535}, '59641847407.png': {'79606315830.png': 0.6346250176429749, '40202356583.png': 0.6250894069671631, '56123300272.png': 0.6743009090423584, '94551579307.png': 0.7425644993782043}, '56123300272.png': {'79606315830.png': 0.5970494747161865, '40202356583.png': 0.7178020477294922, '59641847407.png': 0.6743009090423584, '94551579307.png': 0.7803770303726196}, '94551579307.png': {'79606315830.png': 0.6910545229911804, '40202356583.png': 0.7354952692985535, '59641847407.png': 0.7425644993782043, '56123300272.png': 0.7803770303726196}}	[]	[]	[{'94551579307.png': 0.23350000381469727, '40202356583.png': 0.22269999980926514, '59641847407.png': 0.22050000727176666, '79606315830.png': 0.2176000028848648, '56123300272.png': 0.21060000360012054}]	[{'56123300272.png': 0.22949999570846558, '94551579307.png': 0.22050000727176666, '79606315830.png': 0.21899999678134918, '59641847407.png': 0.21610000729560852, '40202356583.png': 0.20649999380111694}, {'94551579307.png': 0.2533999979496002, '40202356583.png': 0.23989999294281006, '56123300272.png': 0.22949999570846558, '79606315830.png': 0.2280000001192093, '59641847407.png': 0.22509999573230743}, {'94551579307.png': 0.21809999644756317, '59641847407.png': 0.21369999647140503, '79606315830.png': 0.21220000088214874, '40202356583.png': 0.20319999754428864, '56123300272.png': 0.19339999556541443}]
Chinese	命悬一线	命悬一线	{'57705724820.png': np.float32(0.22891182), '90017977651.png': np.float32(0.22379375), '21224907367.png': np.float32(0.2048083), '55918311676.png': np.float32(0.20330325), '33655775586.png': np.float32(0.19495055)}	{'90017977651.png': np.float32(0.7297574), '57705724820.png': np.float32(0.7297376), '21224907367.png': np.float32(0.7293237), '33655775586.png': np.float32(0.7122907), '55918311676.png': np.float32(0.664014)}	{'90017977651.png': {'57705724820.png': 0.785139262676239, '21224907367.png': 0.7794392108917236, '55918311676.png': 0.6424379944801331, '33655775586.png': 0.7120133638381958}, '57705724820.png': {'90017977651.png': 0.785139262676239, '21224907367.png': 0.7651678323745728, '55918311676.png': 0.6478989124298096, '33655775586.png': 0.7207443118095398}, '21224907367.png': {'90017977651.png': 0.7794392108917236, '57705724820.png': 0.7651678323745728, '55918311676.png': 0.6610007286071777, '33655775586.png': 0.7116868495941162}, '55918311676.png': {'90017977651.png': 0.6424379944801331, '57705724820.png': 0.6478989124298096, '21224907367.png': 0.6610007286071777, '33655775586.png': 0.704718291759491}, '33655775586.png': {'90017977651.png': 0.7120133638381958, '57705724820.png': 0.7207443118095398, '21224907367.png': 0.7116868495941162, '55918311676.png': 0.704718291759491}}	[]	[{'90017977651.png': 0.23170000314712524, '57705724820.png': 0.2312999963760376, '55918311676.png': 0.19850000739097595, '21224907367.png': 0.19850000739097595, '33655775586.png': 0.1981000006198883}, {'90017977651.png': 0.22509999573230743, '57705724820.png': 0.21770000457763672, '21224907367.png': 0.19930000603199005, '33655775586.png': 0.19599999487400055, '55918311676.png': 0.19290000200271606}, {'90017977651.png': 0.21729999780654907, '57705724820.png': 0.21379999816417694, '55918311676.png': 0.21240000426769257, '33655775586.png': 0.2004999965429306, '21224907367.png': 0.19740000367164612}]	[{'57705724820.png': 0.23839999735355377, '33655775586.png': 0.23829999566078186, '21224907367.png': 0.21889999508857727, '90017977651.png': 0.2037000060081482, '55918311676.png': 0.17190000414848328}]	[{'57705724820.png': 0.24629999697208405, '21224907367.png': 0.22599999606609344, '90017977651.png': 0.2240999937057495, '33655775586.png': 0.22190000116825104, '55918311676.png': 0.19539999961853027}, {'33655775586.png': 0.2329999953508377, '57705724820.png': 0.2240999937057495, '21224907367.png': 0.21969999372959137, '90017977651.png': 0.18930000066757202, '55918311676.png': 0.1761000007390976}]
Chinese	勤劳的小蜜蜂	勤劳的小蜜蜂	{'70872537694.png': np.float32(0.22374782), '45215412300.png': np.float32(0.2181041), '76751266015.png': np.float32(0.21335836), '69669297463.png': np.float32(0.19831789), '51762523549.png': np.float32(0.1705752)}	{'70872537694.png': np.float32(0.67304814), '45215412300.png': np.float32(0.6661515), '76751266015.png': np.float32(0.6572957), '51762523549.png': np.float32(0.6273517), '69669297463.png': np.float32(0.58526236)}	{'51762523549.png': {'76751266015.png': 0.6096395254135132, '70872537694.png': 0.6487630605697632, '69669297463.png': 0.5821323394775391, '45215412300.png': 0.6688718795776367}, '76751266015.png': {'51762523549.png': 0.6096395254135132, '70872537694.png': 0.7278530597686768, '69669297463.png': 0.5880100727081299, '45215412300.png': 0.7036800384521484}, '70872537694.png': {'51762523549.png': 0.6487630605697632, '76751266015.png': 0.7278530597686768, '69669297463.png': 0.5972146987915039, '45215412300.png': 0.7183617353439331}, '69669297463.png': {'51762523549.png': 0.5821323394775391, '76751266015.png': 0.5880100727081299, '70872537694.png': 0.5972146987915039, '45215412300.png': 0.5736923813819885}, '45215412300.png': {'51762523549.png': 0.6688718795776367, '76751266015.png': 0.7036800384521484, '70872537694.png': 0.7183617353439331, '69669297463.png': 0.5736923813819885}}	[{'70872537694.png': 0.2110999971628189, '76751266015.png': 0.20990000665187836, '45215412300.png': 0.20340000092983246, '69669297463.png': 0.17970000207424164, '51762523549.png': 0.13760000467300415}, {'70872537694.png': 0.2190999984741211, '69669297463.png': 0.21379999816417694, '76751266015.png': 0.1972000002861023, '45215412300.png': 0.19439999759197235, '51762523549.png': 0.1623000055551529}]	[{'69669297463.png': 0.2151000052690506, '70872537694.png': 0.20329999923706055, '45215412300.png': 0.20229999721050262, '76751266015.png': 0.20180000364780426, '51762523549.png': 0.16040000319480896}, {'69669297463.png': 0.21080000698566437, '70872537694.png': 0.20909999310970306, '76751266015.png': 0.1889999955892563, '45215412300.png': 0.18629999458789825, '51762523549.png': 0.15080000460147858}]	[{'76751266015.png': 0.27230000495910645, '45215412300.png': 0.23409999907016754, '69669297463.png': 0.2281000018119812, '70872537694.png': 0.21240000426769257, '51762523549.png': 0.17219999432563782}]	[{'69669297463.png': 0.25110000371932983, '70872537694.png': 0.22470000386238098, '76751266015.png': 0.22100000083446503, '45215412300.png': 0.20110000669956207, '51762523549.png': 0.20020000636577606}, {'76751266015.png': 0.2734000086784363, '45215412300.png': 0.25529998540878296, '69669297463.png': 0.23350000381469727, '51762523549.png': 0.2093999981880188, '70872537694.png': 0.19830000400543213}]
Chinese	华而不实	华而不实	{'30102013684.png': np.float32(0.2115535), '28174152478.png': np.float32(0.20413633), '88692275683.png': np.float32(0.19928542), '95256083851.png': np.float32(0.1949291), '58215381957.png': np.float32(0.16426602)}	{'95256083851.png': np.float32(0.67202026), '30102013684.png': np.float32(0.6619925), '28174152478.png': np.float32(0.65540296), '58215381957.png': np.float32(0.6282479), '88692275683.png': np.float32(0.5816004)}	{'88692275683.png': {'30102013684.png': 0.6093236804008484, '58215381957.png': 0.5796643495559692, '28174152478.png': 0.5411072969436646, '95256083851.png': 0.5963064432144165}, '30102013684.png': {'88692275683.png': 0.6093236804008484, '58215381957.png': 0.6221937537193298, '28174152478.png': 0.7310687303543091, '95256083851.png': 0.6853837370872498}, '58215381957.png': {'88692275683.png': 0.5796643495559692, '30102013684.png': 0.6221937537193298, '28174152478.png': 0.6270891427993774, '95256083851.png': 0.6840444207191467}, '28174152478.png': {'88692275683.png': 0.5411072969436646, '30102013684.png': 0.7310687303543091, '58215381957.png': 0.6270891427993774, '95256083851.png': 0.7223466038703918}, '95256083851.png': {'88692275683.png': 0.5963064432144165, '30102013684.png': 0.6853837370872498, '58215381957.png': 0.6840444207191467, '28174152478.png': 0.7223466038703918}}	[]	[{'88692275683.png': 0.20509999990463257, '30102013684.png': 0.20020000636577606, '28174152478.png': 0.18930000066757202, '95256083851.png': 0.1875, '58215381957.png': 0.16410000622272491}, {'30102013684.png': 0.20579999685287476, '88692275683.png': 0.2029999941587448, '28174152478.png': 0.1973000019788742, '95256083851.png': 0.18320000171661377, '58215381957.png': 0.1770000010728836}]	[{'30102013684.png': 0.22679999470710754, '28174152478.png': 0.2151000052690506, '88692275683.png': 0.21160000562667847, '95256083851.png': 0.2093999981880188, '58215381957.png': 0.19130000472068787}]	[{'88692275683.png': 0.20419999957084656, '30102013684.png': 0.17900000512599945, '28174152478.png': 0.15800000727176666, '95256083851.png': 0.15770000219345093, '58215381957.png': 0.1453000009059906}, {'88692275683.png': 0.21629999577999115, '30102013684.png': 0.20020000636577606, '28174152478.png': 0.19869999587535858, '58215381957.png': 0.18610000610351562, '95256083851.png': 0.1858000010251999}]
Chinese	道路反光标记	道路反光标记	{'59492661352.png': np.float32(0.2538445), '67403558212.png': np.float32(0.24445397), '70189136261.png': np.float32(0.23045194), '51131344804.png': np.float32(0.22992556), '63270568336.png': np.float32(0.20622002)}	{'67403558212.png': np.float32(0.71173203), '51131344804.png': np.float32(0.70969516), '59492661352.png': np.float32(0.7083986), '70189136261.png': np.float32(0.6853497), '63270568336.png': np.float32(0.6502442)}	{'67403558212.png': {'63270568336.png': 0.6259649395942688, '51131344804.png': 0.7036451697349548, '70189136261.png': 0.670172929763794, '59492661352.png': 0.8471451997756958}, '63270568336.png': {'67403558212.png': 0.6259649395942688, '51131344804.png': 0.7376103401184082, '70189136261.png': 0.6475692987442017, '59492661352.png': 0.589832067489624}, '51131344804.png': {'67403558212.png': 0.7036451697349548, '63270568336.png': 0.7376103401184082, '70189136261.png': 0.7122824788093567, '59492661352.png': 0.6852427124977112}, '70189136261.png': {'67403558212.png': 0.670172929763794, '63270568336.png': 0.6475692987442017, '51131344804.png': 0.7122824788093567, '59492661352.png': 0.7113741636276245}, '59492661352.png': {'67403558212.png': 0.8471451997756958, '63270568336.png': 0.589832067489624, '51131344804.png': 0.6852427124977112, '70189136261.png': 0.7113741636276245}}	[{'59492661352.png': 0.23659999668598175, '70189136261.png': 0.22059999406337738, '67403558212.png': 0.21080000698566437, '51131344804.png': 0.19789999723434448, '63270568336.png': 0.1809999942779541}, {'59492661352.png': 0.22949999570846558, '70189136261.png': 0.226500004529953, '67403558212.png': 0.22540000081062317, '51131344804.png': 0.22259999811649323, '63270568336.png': 0.20280000567436218}]	[]	[{'70189136261.png': 0.2702000141143799, '67403558212.png': 0.2547000050544739, '51131344804.png': 0.2475000023841858, '59492661352.png': 0.22910000383853912, '63270568336.png': 0.22699999809265137}]	[{'70189136261.png': 0.28369998931884766, '67403558212.png': 0.26750001311302185, '51131344804.png': 0.2662000060081482, '59492661352.png': 0.24469999969005585, '63270568336.png': 0.24400000274181366}, {'63270568336.png': 0.24289999902248383, '67403558212.png': 0.20020000636577606, '51131344804.png': 0.1876000016927719, '59492661352.png': 0.1712000072002411, '70189136261.png': 0.16940000653266907}]
Chinese	杯水车薪	杯水车薪	{'19326651842.png': np.float32(0.21257302), '10516881044.png': np.float32(0.20227158), '43223635416.png': np.float32(0.20112345), '97581722340.png': np.float32(0.20051697), '88844994786.png': np.float32(0.16689788)}	{'43223635416.png': np.float32(0.68905014), '19326651842.png': np.float32(0.6864288), '97581722340.png': np.float32(0.68433243), '10516881044.png': np.float32(0.6789681), '88844994786.png': np.float32(0.63179636)}	{'97581722340.png': {'19326651842.png': 0.6873605251312256, '10516881044.png': 0.6967667937278748, '88844994786.png': 0.6190240383148193, '43223635416.png': 0.7341783046722412}, '19326651842.png': {'97581722340.png': 0.6873605251312256, '10516881044.png': 0.7739695906639099, '88844994786.png': 0.6181134581565857, '43223635416.png': 0.6662713289260864}, '10516881044.png': {'97581722340.png': 0.6967667937278748, '19326651842.png': 0.7739695906639099, '88844994786.png': 0.5897165536880493, '43223635416.png': 0.6554193496704102}, '88844994786.png': {'97581722340.png': 0.6190240383148193, '19326651842.png': 0.6181134581565857, '10516881044.png': 0.5897165536880493, '43223635416.png': 0.7003313899040222}, '43223635416.png': {'97581722340.png': 0.7341783046722412, '19326651842.png': 0.6662713289260864, '10516881044.png': 0.6554193496704102, '88844994786.png': 0.7003313899040222}}	[]	[{'19326651842.png': 0.22939999401569366, '43223635416.png': 0.21529999375343323, '10516881044.png': 0.21330000460147858, '97581722340.png': 0.2101999968290329, '88844994786.png': 0.17299999296665192}, {'10516881044.png': 0.24160000681877136, '19326651842.png': 0.23420000076293945, '43223635416.png': 0.21289999783039093, '97581722340.png': 0.20499999821186066, '88844994786.png': 0.17800000309944153}, {'10516881044.png': 0.22840000689029694, '19326651842.png': 0.2176000028848648, '97581722340.png': 0.2094999998807907, '43223635416.png': 0.20430000126361847, '88844994786.png': 0.17479999363422394}]	[{'43223635416.png': 0.3075999915599823, '97581722340.png': 0.23270000517368317, '88844994786.png': 0.2199999988079071, '10516881044.png': 0.1981000006198883, '19326651842.png': 0.1745000034570694}]	[{'97581722340.png': 0.23100000619888306, '43223635416.png': 0.226500004529953, '19326651842.png': 0.2223999947309494, '10516881044.png': 0.2206999957561493, '88844994786.png': 0.19179999828338623}, {'10516881044.png': 0.23090000450611115, '19326651842.png': 0.22579999268054962, '97581722340.png': 0.21819999814033508, '88844994786.png': 0.2012999951839447, '43223635416.png': 0.2012999951839447}]
Chinese	加分	加分	{'90039429370.png': np.float32(0.23615086), '86194313490.png': np.float32(0.21280308), '46263339705.png': np.float32(0.2013914), '48841962709.png': np.float32(0.19440857), '66262552721.png': np.float32(0.19191015)}	{'46263339705.png': np.float32(0.70507014), '48841962709.png': np.float32(0.69819736), '86194313490.png': np.float32(0.6977042), '66262552721.png': np.float32(0.6320425), '90039429370.png': np.float32(0.62427324)}	{'66262552721.png': {'90039429370.png': 0.5639141798019409, '46263339705.png': 0.7545534372329712, '48841962709.png': 0.617678701877594, '86194313490.png': 0.5920237302780151}, '90039429370.png': {'66262552721.png': 0.5639141798019409, '46263339705.png': 0.604857861995697, '48841962709.png': 0.6542729139328003, '86194313490.png': 0.674048125743866}, '46263339705.png': {'66262552721.png': 0.7545534372329712, '90039429370.png': 0.604857861995697, '48841962709.png': 0.728481113910675, '86194313490.png': 0.7323881983757019}, '48841962709.png': {'66262552721.png': 0.617678701877594, '90039429370.png': 0.6542729139328003, '46263339705.png': 0.728481113910675, '86194313490.png': 0.7923566699028015}, '86194313490.png': {'66262552721.png': 0.5920237302780151, '90039429370.png': 0.674048125743866, '46263339705.png': 0.7323881983757019, '48841962709.png': 0.7923566699028015}}	[{'86194313490.png': 0.21619999408721924, '90039429370.png': 0.21250000596046448, '48841962709.png': 0.19979999959468842, '46263339705.png': 0.19769999384880066, '66262552721.png': 0.19220000505447388}, {'90039429370.png': 0.21330000460147858, '86194313490.png': 0.2071000039577484, '66262552721.png': 0.1995999962091446, '48841962709.png': 0.19200000166893005, '46263339705.png': 0.17910000681877136}]	[{'90039429370.png': 0.22120000422000885, '86194313490.png': 0.20749999582767487, '48841962709.png': 0.19329999387264252, '66262552721.png': 0.1818999946117401, '46263339705.png': 0.1817999929189682}]	[{'46263339705.png': 0.23019999265670776, '66262552721.png': 0.22120000422000885, '86194313490.png': 0.21619999408721924, '90039429370.png': 0.21250000596046448, '48841962709.png': 0.2037000060081482}]	[{'86194313490.png': 0.22669999301433563, '46263339705.png': 0.21230000257492065, '90039429370.png': 0.21140000224113464, '48841962709.png': 0.20499999821186066, '66262552721.png': 0.1859000027179718}, {'86194313490.png': 0.20319999754428864, '90039429370.png': 0.2011999934911728, '48841962709.png': 0.19589999318122864, '46263339705.png': 0.1949000060558319, '66262552721.png': 0.1889999955892563}]
Chinese	独裁小国	独裁小国	{'22857880462.png': np.float32(0.21873814), '78756100128.png': np.float32(0.2165528), '96988934399.png': np.float32(0.21113724), '46245072417.png': np.float32(0.20844208), '44978353805.png': np.float32(0.20794247)}	{'78756100128.png': np.float32(0.6980592), '22857880462.png': np.float32(0.6807829), '44978353805.png': np.float32(0.653457), '96988934399.png': np.float32(0.6470155), '46245072417.png': np.float32(0.61739147)}	{'46245072417.png': {'96988934399.png': 0.671119213104248, '44978353805.png': 0.6165642142295837, '78756100128.png': 0.6120626330375671, '22857880462.png': 0.5698196887969971}, '96988934399.png': {'46245072417.png': 0.671119213104248, '44978353805.png': 0.6834155321121216, '78756100128.png': 0.6296601295471191, '22857880462.png': 0.6038671731948853}, '44978353805.png': {'46245072417.png': 0.6165642142295837, '96988934399.png': 0.6834155321121216, '78756100128.png': 0.6574588418006897, '22857880462.png': 0.6563894748687744}, '78756100128.png': {'46245072417.png': 0.6120626330375671, '96988934399.png': 0.6296601295471191, '44978353805.png': 0.6574588418006897, '22857880462.png': 0.8930552005767822}, '22857880462.png': {'46245072417.png': 0.5698196887969971, '96988934399.png': 0.6038671731948853, '44978353805.png': 0.6563894748687744, '78756100128.png': 0.8930552005767822}}	[]	[]	[{'96988934399.png': 0.26460000872612, '22857880462.png': 0.25699999928474426, '78756100128.png': 0.24320000410079956, '44978353805.png': 0.23440000414848328, '46245072417.png': 0.19850000739097595}]	[{'96988934399.png': 0.27000001072883606, '44978353805.png': 0.2386000007390976, '22857880462.png': 0.23319999873638153, '46245072417.png': 0.22679999470710754, '78756100128.png': 0.22030000388622284}, {'96988934399.png': 0.26739999651908875, '22857880462.png': 0.2533000111579895, '78756100128.png': 0.2451999932527542, '44978353805.png': 0.21940000355243683, '46245072417.png': 0.21879999339580536}]
Chinese	牛市	牛市	{'19911317897.png': np.float32(0.21452533), '98992561631.png': np.float32(0.20806548), '37407579475.png': np.float32(0.2018944), '39479397108.png': np.float32(0.195808), '12872477226.png': np.float32(0.19479603)}	{'37407579475.png': np.float32(0.6777056), '98992561631.png': np.float32(0.64517236), '12872477226.png': np.float32(0.62677336), '39479397108.png': np.float32(0.614609), '19911317897.png': np.float32(0.55917436)}	{'39479397108.png': {'19911317897.png': 0.5105158686637878, '12872477226.png': 0.7551707625389099, '98992561631.png': 0.5627320408821106, '37407579475.png': 0.6300173997879028}, '19911317897.png': {'39479397108.png': 0.5105158686637878, '12872477226.png': 0.5155399441719055, '98992561631.png': 0.5966737270355225, '37407579475.png': 0.6139678955078125}, '12872477226.png': {'39479397108.png': 0.7551707625389099, '19911317897.png': 0.5155399441719055, '98992561631.png': 0.5954146981239319, '37407579475.png': 0.6409680247306824}, '98992561631.png': {'39479397108.png': 0.5627320408821106, '19911317897.png': 0.5966737270355225, '12872477226.png': 0.5954146981239319, '37407579475.png': 0.8258690237998962}, '37407579475.png': {'39479397108.png': 0.6300173997879028, '19911317897.png': 0.6139678955078125, '12872477226.png': 0.6409680247306824, '98992561631.png': 0.8258690237998962}}	[]	[{'37407579475.png': 0.21870000660419464, '12872477226.png': 0.21400000154972076, '98992561631.png': 0.20749999582767487, '19911317897.png': 0.20739999413490295, '39479397108.png': 0.20550000667572021}]	[{'37407579475.png': 0.30880001187324524, '98992561631.png': 0.2736999988555908, '39479397108.png': 0.2492000013589859, '12872477226.png': 0.24310000240802765, '19911317897.png': 0.22370000183582306}]	[{'37407579475.png': 0.32429999113082886, '98992561631.png': 0.2816999852657318, '12872477226.png': 0.26989999413490295, '39479397108.png': 0.26980000734329224, '19911317897.png': 0.22040000557899475}]
